timestamp,measurement,payload
2025-08-09 01:45:00+00:00,CH - N. Chirurgia 1,"{""avg_total_power"": 35082.666666666664, ""max_total_power"": 40176.0, ""min_total_power"": 33488.0, ""phase_imbalance_percent"": 100.95925813317118, ""avg_power_l1"": 18213.866666666665, ""avg_power_l2"": 6407.466666666666, ""avg_power_l3"": 10461.333333333334, ""avg_power_factor"": 0.8466666666666666, ""avg_voltage_l1"": 237.11666666666667, ""avg_voltage_l2"": 237.54666666666665, ""avg_voltage_l3"": 236.6466666666667, ""voltage_stability_cv"": 0.10300173719904442, ""peak_events_count"": 0.0, ""avg_neutral_current"": 132.48, ""max_neutral_current"": 150.4, ""power_trend_percent"": 13.29285380663241, ""avg_reactive_power"": 21550.933333333334, ""reactive_to_active_ratio"": 61.42900577683187, ""load_variability_cv"": 5.354884939893276, ""anomaly_score"": 1.0, ""avg_frequency"": 50.0, ""frequency_deviation"": 0.0}"
2025-08-09 02:00:00+00:00,CH - N. Chirurgia 1,"{""avg_total_power"": 37137.6, ""max_total_power"": 40240.0, ""min_total_power"": 34096.0, ""phase_imbalance_percent"": 97.48395157468441, ""avg_power_l1"": 19077.866666666665, ""avg_power_l2"": 7010.133333333333, ""avg_power_l3"": 11049.6, ""avg_power_factor"": 0.8606666666666667, ""avg_voltage_l1"": 236.8, ""avg_voltage_l2"": 237.07333333333338, ""avg_voltage_l3"": 236.21, ""voltage_stability_cv"": 0.103625003564476, ""peak_events_count"": 0.0, ""avg_neutral_current"": 134.93333333333334, ""max_neutral_current"": 160.0, ""power_trend_percent"": -11.614684860298894, ""avg_reactive_power"": 21585.066666666666, ""reactive_to_active_ratio"": 58.12186750534948, ""load_variability_cv"": 4.475922713636367, ""anomaly_score"": 1.0, ""avg_frequency"": 49.980000000000004, ""frequency_deviation"": 0.01999999999999602}"
2025-08-09 02:15:00+00:00,CH - N. Chirurgia 1,"{""avg_total_power"": 36126.933333333334, ""max_total_power"": 39504.0, ""min_total_power"": 33536.0, ""phase_imbalance_percent"": 107.11565148070505, ""avg_power_l1"": 19053.333333333332, ""avg_power_l2"": 6154.133333333333, ""avg_power_l3"": 10919.466666666667, ""avg_power_factor"": 0.8899999999999999, ""avg_voltage_l1"": 236.63666666666668, ""avg_voltage_l2"": 236.8833333333333, ""avg_voltage_l3"": 236.04333333333335, ""voltage_stability_cv"": 0.174479372250276, ""peak_events_count"": 0.0, ""avg_neutral_current"": 127.78666666666666, ""max_neutral_current"": 140.8, ""power_trend_percent"": 7.346594107712512, ""avg_reactive_power"": 17915.733333333334, ""reactive_to_active_ratio"": 49.59107148129558, ""load_variability_cv"": 4.42355578634908, ""anomaly_score"": 1.0, ""avg_frequency"": 50.0, ""frequency_deviation"": 0.0}"
2025-08-09 02:30:00+00:00,CH - N. Chirurgia 1,"{""avg_total_power"": 37661.86666666667, ""max_total_power"": 40400.0, ""min_total_power"": 36000.0, ""phase_imbalance_percent"": 80.88818398096748, ""avg_power_l1"": 17740.266666666666, ""avg_power_l2"": 7585.6, ""avg_power_l3"": 12336.0, ""avg_power_factor"": 0.8306666666666669, ""avg_voltage_l1"": 236.13333333333335, ""avg_voltage_l2"": 236.4, ""avg_voltage_l3"": 235.67000000000002, ""voltage_stability_cv"": 0.2329797553422218, ""peak_events_count"": 0.0, ""avg_neutral_current"": 124.05333333333334, ""max_neutral_current"": 144.0, ""power_trend_percent"": 5.94792301663328, ""avg_reactive_power"": 24840.533333333333, ""reactive_to_active_ratio"": 65.95672368868244, ""load_variability_cv"": 3.251237376572912, ""anomaly_score"": 1.0, ""avg_frequency"": 50.0, ""frequency_deviation"": 0.0}"
2025-08-09 02:45:00+00:00,CH - N. Chirurgia 1,"{""avg_total_power"": 36708.26666666667, ""max_total_power"": 39520.0, ""min_total_power"": 34016.0, ""phase_imbalance_percent"": 90.2728540710176, ""avg_power_l1"": 18033.066666666666, ""avg_power_l2"": 6987.2, ""avg_power_l3"": 11688.0, ""avg_power_factor"": 0.8569999999999999, ""avg_voltage_l1"": 235.76000000000005, ""avg_voltage_l2"": 236.09333333333328, ""avg_voltage_l3"": 235.41333333333333, ""voltage_stability_cv"": 0.22077403368439438, ""peak_events_count"": 0.0, ""avg_neutral_current"": 123.03999999999999, ""max_neutral_current"": 144.0, ""power_trend_percent"": -10.546357615894047, ""avg_reactive_power"": 21611.733333333334, ""reactive_to_active_ratio"": 58.87429534491776, ""load_variability_cv"": 4.262704022972015, ""anomaly_score"": 1.0, ""avg_frequency"": 50.0, ""frequency_deviation"": 0.0}"
2025-08-09 03:00:00+00:00,CH - N. Chirurgia 1,"{""avg_total_power"": 36840.53333333333, ""max_total_power"": 40000.0, ""min_total_power"": 34368.0, ""phase_imbalance_percent"": 90.68706931495744, ""avg_power_l1"": 18528.0, ""avg_power_l2"": 7391.466666666666, ""avg_power_l3"": 10921.066666666668, ""avg_power_factor"": 0.8976666666666666, ""avg_voltage_l1"": 235.80666666666667, ""avg_voltage_l2"": 235.94000000000003, ""avg_voltage_l3"": 235.27333333333337, ""voltage_stability_cv"": 0.30201674068919615, ""peak_events_count"": 0.0, ""avg_neutral_current"": 123.03999999999999, ""max_neutral_current"": 134.4, ""power_trend_percent"": 7.5531148721642145, ""avg_reactive_power"": 17502.933333333334, ""reactive_to_active_ratio"": 47.509988997625804, ""load_variability_cv"": 3.784041288984905, ""anomaly_score"": 1.0, ""avg_frequency"": 49.99666666666667, ""frequency_deviation"": 0.0033333333333303017}"
2025-08-09 03:15:00+00:00,CH - N. Chirurgia 1,"{""avg_total_power"": 37616.53333333333, ""max_total_power"": 39808.0, ""min_total_power"": 34240.0, ""phase_imbalance_percent"": 69.5779160936326, ""avg_power_l1"": 17602.666666666668, ""avg_power_l2"": 8878.4, ""avg_power_l3"": 11135.466666666667, ""avg_power_factor"": 0.8456666666666667, ""avg_voltage_l1"": 235.3733333333333, ""avg_voltage_l2"": 235.65, ""avg_voltage_l3"": 234.95666666666668, ""voltage_stability_cv"": 0.44907506696751054, ""peak_events_count"": 0.0, ""avg_neutral_current"": 129.0666666666667, ""max_neutral_current"": 148.8, ""power_trend_percent"": 10.202263209480531, ""avg_reactive_power"": 23278.933333333334, ""reactive_to_active_ratio"": 61.88484496178985, ""load_variability_cv"": 4.7518189534065645, ""anomaly_score"": 1.0, ""avg_frequency"": 50.0, ""frequency_deviation"": 0.0}"
2025-08-09 03:30:00+00:00,CH - N. Chirurgia 1,"{""avg_total_power"": 37944.0, ""max_total_power"": 41088.0, ""min_total_power"": 35360.0, ""phase_imbalance_percent"": 108.45456462154756, ""avg_power_l1"": 19922.133333333335, ""avg_power_l2"": 6204.8, ""avg_power_l3"": 11817.066666666668, ""avg_power_factor"": 0.8230000000000002, ""avg_voltage_l1"": 236.08666666666664, ""avg_voltage_l2"": 236.53333333333333, ""avg_voltage_l3"": 235.63333333333333, ""voltage_stability_cv"": 0.13357343721177994, ""peak_events_count"": 0.0, ""avg_neutral_current"": 146.93333333333334, ""max_neutral_current"": 196.8, ""power_trend_percent"": -5.58314642742711, ""avg_reactive_power"": 25739.2, ""reactive_to_active_ratio"": 67.83470377398272, ""load_variability_cv"": 4.7852845535432165, ""anomaly_score"": 1.0, ""avg_frequency"": 49.99333333333333, ""frequency_deviation"": 0.006666666666667709}"
2025-08-09 03:45:00+00:00,CH - N. Chirurgia 1,"{""avg_total_power"": 36342.4, ""max_total_power"": 39600.0, ""min_total_power"": 33600.0, ""phase_imbalance_percent"": 96.3282557013296, ""avg_power_l1"": 19030.4, ""avg_power_l2"": 7361.066666666667, ""avg_power_l3"": 9950.933333333332, ""avg_power_factor"": 0.9053333333333334, ""avg_voltage_l1"": 236.69666666666672, ""avg_voltage_l2"": 236.87333333333336, ""avg_voltage_l3"": 236.18333333333334, ""voltage_stability_cv"": 0.19303290392798048, ""peak_events_count"": 0.0, ""avg_neutral_current"": 133.0666666666667, ""max_neutral_current"": 172.8, ""power_trend_percent"": -7.489251934651755, ""avg_reactive_power"": 16386.666666666668, ""reactive_to_active_ratio"": 45.08966569810103, ""load_variability_cv"": 4.5635640769733135, ""anomaly_score"": 1.0, ""avg_frequency"": 50.0, ""frequency_deviation"": 0.0}"
2025-08-09 04:00:00+00:00,CH - N. Chirurgia 1,"{""avg_total_power"": 37915.73333333333, ""max_total_power"": 41920.0, ""min_total_power"": 34608.0, ""phase_imbalance_percent"": 89.8877510831036, ""avg_power_l1"": 18598.933333333334, ""avg_power_l2"": 7238.4, ""avg_power_l3"": 12078.4, ""avg_power_factor"": 0.886, ""avg_voltage_l1"": 236.38999999999996, ""avg_voltage_l2"": 236.58999999999997, ""avg_voltage_l3"": 235.89000000000001, ""voltage_stability_cv"": 0.11425465624121625, ""peak_events_count"": 0.0, ""avg_neutral_current"": 122.77333333333335, ""max_neutral_current"": 147.20000000000002, ""power_trend_percent"": 12.057492680330059, ""avg_reactive_power"": 19329.6, ""reactive_to_active_ratio"": 50.98041973780454, ""load_variability_cv"": 5.766803916706044, ""anomaly_score"": 1.0, ""avg_frequency"": 49.99333333333333, ""frequency_deviation"": 0.006666666666667709}"
2025-08-09 04:15:00+00:00,CH - N. Chirurgia 1,"{""avg_total_power"": 39332.8, ""max_total_power"": 44112.0, ""min_total_power"": 37136.0, ""phase_imbalance_percent"": 74.05524142700239, ""avg_power_l1"": 17500.266666666666, ""avg_power_l2"": 7790.933333333333, ""avg_power_l3"": 14041.6, ""avg_power_factor"": 0.8059999999999999, ""avg_voltage_l1"": 235.67333333333335, ""avg_voltage_l2"": 236.06666666666666, ""avg_voltage_l3"": 235.38, ""voltage_stability_cv"": 0.1444296012878938, ""peak_events_count"": 0.0, ""avg_neutral_current"": 120.10666666666665, ""max_neutral_current"": 139.20000000000002, ""power_trend_percent"": -9.25093347557722, ""avg_reactive_power"": 28517.866666666665, ""reactive_to_active_ratio"": 72.50403395300275, ""load_variability_cv"": 5.257009151961638, ""anomaly_score"": 1.0, ""avg_frequency"": 50.0, ""frequency_deviation"": 0.0}"
2025-08-09 04:30:00+00:00,CH - N. Chirurgia 1,"{""avg_total_power"": 40597.333333333336, ""max_total_power"": 45136.0, ""min_total_power"": 36336.0, ""phase_imbalance_percent"": 92.10851287440883, ""avg_power_l1"": 20281.066666666666, ""avg_power_l2"": 7816.533333333334, ""avg_power_l3"": 12499.733333333334, ""avg_power_factor"": 0.8530000000000001, ""avg_voltage_l1"": 235.40000000000003, ""avg_voltage_l2"": 235.96666666666667, ""avg_voltage_l3"": 235.0333333333333, ""voltage_stability_cv"": 0.18117451829475917, ""peak_events_count"": 0.0, ""avg_neutral_current"": 141.28000000000003, ""max_neutral_current"": 180.8, ""power_trend_percent"": -0.4497630712392506, ""avg_reactive_power"": 24485.333333333332, ""reactive_to_active_ratio"": 60.31266421439832, ""load_variability_cv"": 7.326981340614743, ""anomaly_score"": 1.0, ""avg_frequency"": 50.0, ""frequency_deviation"": 0.0}"
2025-08-09 04:45:00+00:00,CH - N. Chirurgia 1,"{""avg_total_power"": 40057.066666666666, ""max_total_power"": 42992.0, ""min_total_power"": 37728.0, ""phase_imbalance_percent"": 110.937728840188, ""avg_power_l1"": 21646.4, ""avg_power_l2"": 6833.6, ""avg_power_l3"": 11577.066666666668, ""avg_power_factor"": 0.8876666666666665, ""avg_voltage_l1"": 235.64333333333332, ""avg_voltage_l2"": 236.1966666666667, ""avg_voltage_l3"": 235.22666666666666, ""voltage_stability_cv"": 0.2671928292910541, ""peak_events_count"": 0.0, ""avg_neutral_current"": 147.89333333333335, ""max_neutral_current"": 198.4, ""power_trend_percent"": 3.2746784502485604, ""avg_reactive_power"": 20311.466666666667, ""reactive_to_active_ratio"": 50.70632564208396, ""load_variability_cv"": 3.7685622208098115, ""anomaly_score"": 1.0, ""avg_frequency"": 50.0, ""frequency_deviation"": 0.0}"
2025-08-09 05:00:00+00:00,CH - N. Chirurgia 1,"{""avg_total_power"": 41411.73333333333, ""max_total_power"": 43152.0, ""min_total_power"": 39504.0, ""phase_imbalance_percent"": 69.70391644236095, ""avg_power_l1"": 18508.266666666666, ""avg_power_l2"": 8886.4, ""avg_power_l3"": 14017.066666666668, ""avg_power_factor"": 0.8043333333333333, ""avg_voltage_l1"": 235.89666666666668, ""avg_voltage_l2"": 236.29000000000002, ""avg_voltage_l3"": 235.35666666666663, ""voltage_stability_cv"": 0.1342190776121155, ""peak_events_count"": 0.0, ""avg_neutral_current"": 132.85333333333335, ""max_neutral_current"": 147.20000000000002, ""power_trend_percent"": 1.5455241009946477, ""avg_reactive_power"": 30137.066666666666, ""reactive_to_active_ratio"": 72.77422179865289, ""load_variability_cv"": 2.5156699275045504, ""anomaly_score"": 1.0, ""avg_frequency"": 49.99333333333333, ""frequency_deviation"": 0.006666666666667709}"
2025-08-09 05:15:00+00:00,CH - N. Chirurgia 1,"{""avg_total_power"": 42537.066666666666, ""max_total_power"": 46960.0, ""min_total_power"": 38208.0, ""phase_imbalance_percent"": 76.54124402873728, ""avg_power_l1"": 19324.266666666666, ""avg_power_l2"": 8471.466666666667, ""avg_power_l3"": 14741.333333333334, ""avg_power_factor"": 0.8033333333333331, ""avg_voltage_l1"": 235.42, ""avg_voltage_l2"": 235.9, ""avg_voltage_l3"": 235.13000000000002, ""voltage_stability_cv"": 0.17335614434603017, ""peak_events_count"": 0.0, ""avg_neutral_current"": 133.86666666666667, ""max_neutral_current"": 155.20000000000002, ""power_trend_percent"": -5.224731918777096, ""avg_reactive_power"": 31181.866666666665, ""reactive_to_active_ratio"": 73.30516443697732, ""load_variability_cv"": 5.083409006428703, ""anomaly_score"": 1.0, ""avg_frequency"": 49.99666666666667, ""frequency_deviation"": 0.0033333333333303017}"
2025-08-09 05:30:00+00:00,CH - N. Chirurgia 1,"{""avg_total_power"": 87260.8, ""max_total_power"": 110128.0, ""min_total_power"": 37792.0, ""phase_imbalance_percent"": 72.06901609886684, ""avg_power_l1"": 30338.666666666668, ""avg_power_l2"": 17979.733333333334, ""avg_power_l3"": 38942.4, ""avg_power_factor"": 0.8206666666666668, ""avg_voltage_l1"": 233.84333333333336, ""avg_voltage_l2"": 234.5666666666667, ""avg_voltage_l3"": 233.7466666666667, ""voltage_stability_cv"": 0.24121933191145875, ""peak_events_count"": 15.0, ""avg_neutral_current"": 130.02666666666667, ""max_neutral_current"": 147.20000000000002, ""power_trend_percent"": 110.22218537555959, ""avg_reactive_power"": 62260.8, ""reactive_to_active_ratio"": 71.35025120099748, ""load_variability_cv"": 30.628849789266788, ""anomaly_score"": 1.0, ""avg_frequency"": 49.99666666666667, ""frequency_deviation"": 0.0033333333333303017}"
2025-08-09 05:45:00+00:00,CH - N. Chirurgia 1,"{""avg_total_power"": 55094.933333333334, ""max_total_power"": 94080.0, ""min_total_power"": 41744.0, ""phase_imbalance_percent"": 51.367336863401825, ""avg_power_l1"": 21645.333333333332, ""avg_power_l2"": 12211.733333333334, ""avg_power_l3"": 21237.866666666665, ""avg_power_factor"": 0.7870000000000001, ""avg_voltage_l1"": 234.20999999999998, ""avg_voltage_l2"": 234.73999999999998, ""avg_voltage_l3"": 233.9633333333334, ""voltage_stability_cv"": 0.11628302990632658, ""peak_events_count"": 5.0, ""avg_neutral_current"": 138.82666666666668, ""max_neutral_current"": 160.0, ""power_trend_percent"": -26.824639937718946, ""avg_reactive_power"": 42196.8, ""reactive_to_active_ratio"": 76.58925684636458, ""load_variability_cv"": 24.2745853888603, ""anomaly_score"": 1.0, ""avg_frequency"": 49.99666666666667, ""frequency_deviation"": 0.0033333333333303017}"
2025-08-09 06:00:00+00:00,CH - N. Chirurgia 1,"{""avg_total_power"": 50762.666666666664, ""max_total_power"": 67040.0, ""min_total_power"": 41632.0, ""phase_imbalance_percent"": 70.94977936541291, ""avg_power_l1"": 21857.6, ""avg_power_l2"": 9852.266666666666, ""avg_power_l3"": 19052.8, ""avg_power_factor"": 0.7953333333333336, ""avg_voltage_l1"": 234.64333333333335, ""avg_voltage_l2"": 235.20333333333332, ""avg_voltage_l3"": 234.40000000000003, ""voltage_stability_cv"": 0.1979785752256633, ""peak_events_count"": 4.0, ""avg_neutral_current"": 140.53333333333336, ""max_neutral_current"": 158.4, ""power_trend_percent"": 30.67311567916164, ""avg_reactive_power"": 38180.26666666667, ""reactive_to_active_ratio"": 75.21328010086154, ""load_variability_cv"": 15.33412325824143, ""anomaly_score"": 1.0, ""avg_frequency"": 49.97, ""frequency_deviation"": 0.030000000000001137}"
2025-08-09 06:15:00+00:00,CH - N. Chirurgia 1,"{""avg_total_power"": 46452.8, ""max_total_power"": 61312.0, ""min_total_power"": 40752.0, ""phase_imbalance_percent"": 51.024696035545745, ""avg_power_l1"": 19140.266666666666, ""avg_power_l2"": 11239.466666666667, ""avg_power_l3"": 16073.066666666668, ""avg_power_factor"": 0.787, ""avg_voltage_l1"": 234.4433333333333, ""avg_voltage_l2"": 234.63666666666666, ""avg_voltage_l3"": 233.91666666666669, ""voltage_stability_cv"": 0.14916698959783972, ""peak_events_count"": 1.0, ""avg_neutral_current"": 138.18666666666667, ""max_neutral_current"": 148.8, ""power_trend_percent"": -7.330475212849458, ""avg_reactive_power"": 35817.066666666666, ""reactive_to_active_ratio"": 77.10421474414171, ""load_variability_cv"": 11.009121240221285, ""anomaly_score"": 1.0, ""avg_frequency"": 49.99333333333333, ""frequency_deviation"": 0.006666666666667709}"
2025-08-09 06:30:00+00:00,CH - N. Chirurgia 1,"{""avg_total_power"": 49110.933333333334, ""max_total_power"": 61616.0, ""min_total_power"": 41120.0, ""phase_imbalance_percent"": 43.01119642062053, ""avg_power_l1"": 18914.666666666668, ""avg_power_l2"": 11873.6, ""avg_power_l3"": 18322.666666666668, ""avg_power_factor"": 0.7873333333333334, ""avg_voltage_l1"": 233.74666666666664, ""avg_voltage_l2"": 233.96, ""avg_voltage_l3"": 233.2433333333333, ""voltage_stability_cv"": 0.2835443421583415, ""peak_events_count"": 2.0, ""avg_neutral_current"": 127.09333333333335, ""max_neutral_current"": 145.6, ""power_trend_percent"": 2.0497288159470246, ""avg_reactive_power"": 37846.4, ""reactive_to_active_ratio"": 77.06308439125571, ""load_variability_cv"": 10.09805350076207, ""anomaly_score"": 1.0, ""avg_frequency"": 49.99, ""frequency_deviation"": 0.00999999999999801}"
2025-08-09 06:45:00+00:00,CH - N. Chirurgia 1,"{""avg_total_power"": 44337.066666666666, ""max_total_power"": 55488.0, ""min_total_power"": 38816.0, ""phase_imbalance_percent"": 68.34552278304383, ""avg_power_l1"": 19585.066666666666, ""avg_power_l2"": 9484.266666666666, ""avg_power_l3"": 15267.733333333334, ""avg_power_factor"": 0.8529999999999999, ""avg_voltage_l1"": 238.12, ""avg_voltage_l2"": 238.23333333333332, ""avg_voltage_l3"": 237.33666666666664, ""voltage_stability_cv"": 0.5581476812629265, ""peak_events_count"": 1.0, ""avg_neutral_current"": 123.78666666666666, ""max_neutral_current"": 140.8, ""power_trend_percent"": -8.568785139847689, ""avg_reactive_power"": 26590.933333333334, ""reactive_to_active_ratio"": 59.974498388105665, ""load_variability_cv"": 9.340075759591377, ""anomaly_score"": 1.0, ""avg_frequency"": 50.0, ""frequency_deviation"": 0.0}"
2025-08-09 07:00:00+00:00,CH - N. Chirurgia 1,"{""avg_total_power"": 44774.4, ""max_total_power"": 56544.0, ""min_total_power"": 39648.0, ""phase_imbalance_percent"": 58.8193253287593, ""avg_power_l1"": 18521.6, ""avg_power_l2"": 9742.933333333332, ""avg_power_l3"": 16509.866666666665, ""avg_power_factor"": 0.7936666666666666, ""avg_voltage_l1"": 236.81666666666663, ""avg_voltage_l2"": 236.92000000000004, ""avg_voltage_l3"": 236.20999999999998, ""voltage_stability_cv"": 0.3987558267046611, ""peak_events_count"": 3.0, ""avg_neutral_current"": 124.10666666666665, ""max_neutral_current"": 153.6, ""power_trend_percent"": 22.447896930655556, ""avg_reactive_power"": 33772.26666666667, ""reactive_to_active_ratio"": 75.42762530970079, ""load_variability_cv"": 11.248003367910162, ""anomaly_score"": 1.0, ""avg_frequency"": 49.99, ""frequency_deviation"": 0.00999999999999801}"
2025-08-09 07:15:00+00:00,CH - N. Chirurgia 1,"{""avg_total_power"": 43907.2, ""max_total_power"": 49584.0, ""min_total_power"": 39888.0, ""phase_imbalance_percent"": 60.800962029006634, ""avg_power_l1"": 18390.4, ""avg_power_l2"": 9491.733333333334, ""avg_power_l3"": 16025.066666666668, ""avg_power_factor"": 0.7829999999999999, ""avg_voltage_l1"": 238.10333333333335, ""avg_voltage_l2"": 238.32999999999998, ""avg_voltage_l3"": 237.54666666666668, ""voltage_stability_cv"": 0.2183597300204872, ""peak_events_count"": 0.0, ""avg_neutral_current"": 128.26666666666668, ""max_neutral_current"": 147.20000000000002, ""power_trend_percent"": -5.552589428723975, ""avg_reactive_power"": 34374.4, ""reactive_to_active_ratio"": 78.28875446396036, ""load_variability_cv"": 6.980839319078777, ""anomaly_score"": 1.0, ""avg_frequency"": 49.986666666666665, ""frequency_deviation"": 0.013333333333335418}"
2025-08-09 07:30:00+00:00,CH - N. Chirurgia 1,"{""avg_total_power"": 44504.0, ""max_total_power"": 52736.0, ""min_total_power"": 40016.0, ""phase_imbalance_percent"": 67.89502067229913, ""avg_power_l1"": 19288.0, ""avg_power_l2"": 9216.0, ""avg_power_l3"": 16000.0, ""avg_power_factor"": 0.7816666666666666, ""avg_voltage_l1"": 238.08000000000004, ""avg_voltage_l2"": 238.26333333333332, ""avg_voltage_l3"": 237.34333333333336, ""voltage_stability_cv"": 0.18470800020279712, ""peak_events_count"": 0.0, ""avg_neutral_current"": 135.84, ""max_neutral_current"": 161.6, ""power_trend_percent"": 0.5215419501133856, ""avg_reactive_power"": 35006.933333333334, ""reactive_to_active_ratio"": 78.66019533824675, ""load_variability_cv"": 7.093188448592581, ""anomaly_score"": 1.0, ""avg_frequency"": 49.983333333333334, ""frequency_deviation"": 0.01666666666666572}"
2025-08-09 07:45:00+00:00,CH - N. Chirurgia 1,"{""avg_total_power"": 42413.333333333336, ""max_total_power"": 50576.0, ""min_total_power"": 39024.0, ""phase_imbalance_percent"": 56.08425023577491, ""avg_power_l1"": 17815.466666666667, ""avg_power_l2"": 9886.4, ""avg_power_l3"": 14711.466666666667, ""avg_power_factor"": 0.7813333333333335, ""avg_voltage_l1"": 238.16333333333336, ""avg_voltage_l2"": 238.32999999999998, ""avg_voltage_l3"": 237.54666666666668, ""voltage_stability_cv"": 0.13037429868178294, ""peak_events_count"": 0.0, ""avg_neutral_current"": 131.35999999999999, ""max_neutral_current"": 153.6, ""power_trend_percent"": -3.7170087976539623, ""avg_reactive_power"": 33409.6, ""reactive_to_active_ratio"": 78.77145551713298, ""load_variability_cv"": 5.290475341174974, ""anomaly_score"": 1.0, ""avg_frequency"": 49.99666666666667, ""frequency_deviation"": 0.0033333333333303017}"
2025-08-09 08:00:00+00:00,CH - N. Chirurgia 1,"{""avg_total_power"": 45986.666666666664, ""max_total_power"": 53392.0, ""min_total_power"": 41472.0, ""phase_imbalance_percent"": 54.87155697303566, ""avg_power_l1"": 18635.733333333334, ""avg_power_l2"": 10224.533333333333, ""avg_power_l3"": 17126.4, ""avg_power_factor"": 0.7323333333333333, ""avg_voltage_l1"": 237.58333333333337, ""avg_voltage_l2"": 237.89, ""avg_voltage_l3"": 237.09, ""voltage_stability_cv"": 0.15437150971289532, ""peak_events_count"": 0.0, ""avg_neutral_current"": 136.0, ""max_neutral_current"": 153.6, ""power_trend_percent"": 8.042748509967792, ""avg_reactive_power"": 42129.066666666666, ""reactive_to_active_ratio"": 91.61148158886634, ""load_variability_cv"": 6.929890237450641, ""anomaly_score"": 1.0, ""avg_frequency"": 49.96666666666667, ""frequency_deviation"": 0.03333333333333144}"
2025-08-09 08:15:00+00:00,CH - N. Chirurgia 1,"{""avg_total_power"": 51928.53333333333, ""max_total_power"": 67648.0, ""min_total_power"": 41216.0, ""phase_imbalance_percent"": 49.32009120226773, ""avg_power_l1"": 19314.666666666668, ""avg_power_l2"": 12038.4, ""avg_power_l3"": 20575.466666666667, ""avg_power_factor"": 0.7183333333333334, ""avg_voltage_l1"": 237.7466666666666, ""avg_voltage_l2"": 238.06333333333333, ""avg_voltage_l3"": 237.0633333333334, ""voltage_stability_cv"": 0.1182246907610127, ""peak_events_count"": 2.0, ""avg_neutral_current"": 134.29333333333332, ""max_neutral_current"": 150.4, ""power_trend_percent"": -10.236311239193078, ""avg_reactive_power"": 49601.066666666666, ""reactive_to_active_ratio"": 95.5179426083027, ""load_variability_cv"": 13.992412088576641, ""anomaly_score"": 1.0, ""avg_frequency"": 49.980000000000004, ""frequency_deviation"": 0.01999999999999602}"
2025-08-09 08:30:00+00:00,CH - N. Chirurgia 1,"{""avg_total_power"": 45907.73333333333, ""max_total_power"": 53040.0, ""min_total_power"": 41248.0, ""phase_imbalance_percent"": 48.66456777071692, ""avg_power_l1"": 18110.933333333334, ""avg_power_l2"": 10664.0, ""avg_power_l3"": 17132.8, ""avg_power_factor"": 0.7210000000000001, ""avg_voltage_l1"": 237.94666666666663, ""avg_voltage_l2"": 238.12333333333336, ""avg_voltage_l3"": 237.1733333333333, ""voltage_stability_cv"": 0.12974293069772386, ""peak_events_count"": 0.0, ""avg_neutral_current"": 136.37333333333336, ""max_neutral_current"": 156.8, ""power_trend_percent"": 2.7384976201972853, ""avg_reactive_power"": 43443.2, ""reactive_to_active_ratio"": 94.63155082077674, ""load_variability_cv"": 7.718633368639419, ""anomaly_score"": 1.0, ""avg_frequency"": 50.0, ""frequency_deviation"": 0.0}"
2025-08-09 08:45:00+00:00,CH - N. Chirurgia 1,"{""avg_total_power"": 46832.0, ""max_total_power"": 54384.0, ""min_total_power"": 42688.0, ""phase_imbalance_percent"": 47.76563033823028, ""avg_power_l1"": 18451.2, ""avg_power_l2"": 10994.666666666666, ""avg_power_l3"": 17386.133333333335, ""avg_power_factor"": 0.7133333333333334, ""avg_voltage_l1"": 237.57333333333335, ""avg_voltage_l2"": 237.85, ""avg_voltage_l3"": 237.07666666666665, ""voltage_stability_cv"": 0.17614859357483345, ""peak_events_count"": 0.0, ""avg_neutral_current"": 140.0533333333333, ""max_neutral_current"": 161.6, ""power_trend_percent"": -6.811497326203214, ""avg_reactive_power"": 45325.86666666667, ""reactive_to_active_ratio"": 96.7839653797973, ""load_variability_cv"": 7.011503379414094, ""anomaly_score"": 1.0, ""avg_frequency"": 49.986666666666665, ""frequency_deviation"": 0.013333333333335418}"
2025-08-09 09:00:00+00:00,CH - N. Chirurgia 1,"{""avg_total_power"": 46061.333333333336, ""max_total_power"": 55504.0, ""min_total_power"": 42480.0, ""phase_imbalance_percent"": 38.29676373530945, ""avg_power_l1"": 17475.733333333334, ""avg_power_l2"": 11595.733333333334, ""avg_power_l3"": 16989.866666666665, ""avg_power_factor"": 0.712, ""avg_voltage_l1"": 237.14999999999998, ""avg_voltage_l2"": 237.29666666666668, ""avg_voltage_l3"": 236.35, ""voltage_stability_cv"": 0.2104797445585635, ""peak_events_count"": 1.0, ""avg_neutral_current"": 138.18666666666667, ""max_neutral_current"": 160.0, ""power_trend_percent"": -6.751358784624446, ""avg_reactive_power"": 44877.86666666667, ""reactive_to_active_ratio"": 97.43067214728188, ""load_variability_cv"": 6.989991191811567, ""anomaly_score"": 1.0, ""avg_frequency"": 50.0, ""frequency_deviation"": 0.0}"
